lat,lon
51.366569,-0.789741
51.597845,-3.049542
51.743911,-0.472427
51.135692,0.266494
51.511447,-0.142561
53.258304,-2.557756
52.029745,-0.939932
51.584948,-2.981407
51.517732,-0.114343
53.978235,-1.065381
53.544252,-2.109534
52.942204,-1.46585
51.622144,-0.77049
53.476557,-2.293523
52.232933,-0.912696
51.265167,-2.286316
54.010715,-1.47102
51.377125,-0.811736
51.460725,-0.974799
51.475193,-0.410862
52.663899,-2.683584
55.769058,-4.093925
51.433568,0.238002
51.147151,-3.072718
53.899384,-1.345563
51.578708,0.134595
55.539435,-5.120747
56.106529,-3.162407
51.017354,0.982833
50.971994,-1.365385
55.752529,-4.633837
51.897868,0.787296
52.322442,-2.073505
55.838839,-4.554904
51.440463,-0.10734
54.642277,-1.239109
52.326521,-0.609072
53.447838,-1.398445
52.147849,-3.402347
51.550209,0.646887
53.394275,-2.967487
53.99255,-1.538606
52.803099,-2.128901
54.303021,-2.193944
51.279758,-0.274101
51.596166,-1.766181
54.963164,-2.773974
55.834337,-4.416766
51.361998,1.135667
53.694488,-1.292845
53.609963,-2.390787
54.471967,-6.348116
52.775089,-1.201559
52.342794,0.153045
54.911991,-2.934652
51.415205,-0.053734
54.559268,-1.149652
55.015511,-1.583303
53.361712,-1.496579
53.802205,-1.755861
51.880693,-5.139561
54.611614,-5.937258
51.515694,-0.119601
50.263498,-5.048722
51.51557,-3.230966
51.715453,0.506392
54.571418,-1.321218
51.45843,-2.574179
55.618216,-3.527226
51.496429,-0.137437
51.538689,-0.004792
51.402452,-0.053082
51.893419,-3.242647
51.61453,-3.965475
51.415934,-0.304974
52.502765,-0.706116
51.473776,-0.096544
52.604258,-3.18868
51.508043,0.007271
52.523889,-1.834705
51.203126,0.426047
53.508735,-2.385437
53.848932,-1.513449
52.473343,-1.930233
56.781263,-2.514829
53.765067,-2.418941
54.168236,-2.822405
52.454738,-2.353309
51.372705,-0.461259
51.925462,-3.290224
50.53062,-3.614017
57.142355,-2.173338
53.414985,-1.42423
51.201233,-0.481628
51.873614,0.350805
51.455473,-0.372152
55.621228,-3.064442
53.095321,-2.428292
50.21307,-5.288214
51.647531,-0.411781
51.529479,-0.395652
53.050889,-3.05615
55.64976,-4.74744
52.591127,-2.09716
51.47827,-2.632573
53.40871,-1.362141
51.249132,-0.15689
51.405892,-2.686062
0,0
51.931608,-0.379285
50.779635,-3.240428
51.597038,-0.26545
50.735349,-1.734835
54.151227,-6.17791
51.521585,0.009914
51.495488,-0.2205
54.575865,-1.244956
55.850158,-4.379115
51.404923,-0.719003
53.184089,-4.208816
53.835753,-2.817455
51.644689,-0.113893
52.997236,-1.198362
51.890671,-0.371007
53.314577,-3.811688
50.18104,-5.441915
51.566221,-0.059297
52.209345,0.148231
54.909863,-2.705518
53.401684,-3.10695
51.37233,-0.289622
51.658336,-0.039012
53.054259,-2.205604
50.98227,-1.388537
50.349613,-3.996715
52.192102,1.167843
50.971818,0.099936
52.490726,-1.709276
51.388824,-0.744431
56.026436,-5.421194
52.015632,1.086815
53.115552,-2.173984
50.977023,-3.251025
57.584109,-3.845652
53.474643,-2.121695
54.955716,-1.642384
53.541681,-2.768468
51.081521,1.122621
54.570463,-1.294647
53.504761,-1.482719
54.036044,-1.040058
51.55807,0.072373
51.867164,-2.239658
53.380031,-3.014684
52.652022,-0.480946
50.992098,-0.092763
53.453283,-2.229394
50.690913,-1.290928
52.061525,-1.327429
53.098545,-2.44877
53.690909,-1.528189
56.004078,-3.778714
55.855084,-4.508016
51.069353,-2.370838
51.64003,0.045685
51.372857,-0.810251
50.794401,-1.068246
51.427868,-0.564995
51.183299,0.259284
53.286544,-3.732567
53.463356,-2.090274
52.902435,-1.287606
51.399203,-0.835213
55.848952,-4.150811
55.860898,-4.263878
52.860298,-3.042024
52.258165,-1.156472
55.624418,-3.520622
50.911131,-1.404261
51.522435,-0.149912
51.55106,0.074764
50.81199,-0.447853
52.799387,-1.605848
52.218542,-1.427041
55.868289,-4.278821
50.99855,0.848314
51.160132,0.552961
52.477589,-1.877826
51.463202,-0.979365
53.48559,-0.987862
52.166965,-1.448129
52.245347,-1.353098
51.559761,0.009288
55.842498,-4.213675
53.450623,-2.741917
53.86931,-2.469864
51.277413,-1.086525
50.725772,-1.892275
51.179551,1.109668
51.190439,-0.595908
51.524783,-0.191478
53.447248,-1.295526
51.518722,-0.14656
51.556089,-1.774002
54.52076,-1.521351
51.463503,-2.556653
53.479274,-2.244557
54.002427,-1.522386
51.581628,-1.740913
54.562449,-5.980467
51.513482,-0.15186
51.624153,0.042862
53.379222,-1.516125
53.461397,-2.773674
53.948328,-1.120863
51.499641,-0.140966
51.287592,-0.782929
54.223383,-0.914789
50.95104,-2.62654
53.139834,-4.267255
55.775317,-4.438687
53.154679,-1.187119
53.501286,-2.190999
51.516937,-0.094673
51.57734,-0.364576
50.790881,-3.658298
51.205197,-0.692256
51.652754,-0.275222
53.213832,-0.464066
53.18863,-1.619711
53.827208,-1.456819
51.885857,-2.88582
53.570026,-0.064138
51.559266,-0.223089
53.963692,-1.079309
52.449601,-1.76802
51.48384,-2.438969
51.643827,-2.673607
54.048151,-2.803827
53.832697,-1.802437
53.388873,-1.441362
51.263797,1.250896
53.093643,-2.458798
52.255082,-0.802614
54.568303,-1.227743
53.563107,-0.626424
54.452125,-6.345816
52.768586,-1.204953
51.905654,-2.08205
51.250736,-1.090292
52.803144,-1.378555
52.190542,0.129957
52.965436,-1.136089
51.284118,-0.964052
54.309705,-7.41236
53.055721,-0.494523
51.404778,-0.292849
51.537815,-3.673311
56.13338,-3.814628
52.944269,-1.504724
51.507577,-0.141781
55.095644,-1.611475
51.464192,-3.167451
52.256771,-0.073835
51.033106,-2.946541
53.134997,-1.152842
52.522406,1.505484
51.245291,-0.582318
51.510743,-0.021995
53.70535,-1.864218
53.509583,-2.21661
51.566371,0.05444
51.403615,-2.578078
57.372512,-2.089839
53.830844,-2.600253
51.76123,-0.501866
51.51327,-3.161111
50.676279,-1.337607
50.834529,-0.38824
51.596124,-1.137
50.988315,-0.09299
53.784913,-1.375985
52.587011,-0.268075
52.781196,0.031179
51.538425,-0.103278
52.887013,-1.454862
52.755876,-3.857867
53.480226,-1.229658
53.510805,-2.244027
53.407518,-2.607437
51.829392,-2.269263
55.898739,-3.073741
51.570025,-0.787552
52.389473,-1.504121
51.706865,-4.097359
52.515389,-1.974596
51.392206,-2.833204
50.855797,-3.393348
52.441464,-2.844198
54.508004,-6.028642
54.002427,-1.522386
51.435945,0.101329
51.413643,-1.260248
51.394257,-0.200267
50.887407,-1.043944
50.684566,-3.248382
51.632956,-0.099554
51.771747,0.093946
54.756029,-6.887517
53.854049,-1.775322
50.933596,-1.418746
50.48955,-5.020718
50.365584,-4.105463
57.537477,-2.95771
53.660248,-2.977653
50.160944,-5.07609
51.586055,-0.567133
51.425487,-0.062561
51.736676,-1.654559
52.962075,-2.111584
51.86561,0.561841
51.665551,-3.828154
53.462444,-1.974416
52.382937,-1.514993
52.600558,-2.133398
51.517133,-0.134244
50.788739,0.058466
50.32996,-4.090328
54.002427,-1.522386
53.513973,-0.097644
57.599734,-2.345165
53.404065,-2.364981
56.377451,-2.889283
52.285855,-0.610992
52.53686,-0.231624
51.271596,-1.108774
51.238538,-2.305804
51.371019,-0.227341
54.443082,-5.65757
53.765408,-1.081133
52.638616,-0.427131
53.747834,-0.285942
51.407729,-3.487489
52.538172,-1.520333
51.515666,-0.135284
52.72576,-1.375021
52.581884,-2.148197
57.69655,-4.245101
51.44537,-0.1178
51.121982,-0.008895
51.513643,-0.02651
53.562252,-2.528549
53.464009,-2.684355
53.592882,-2.169944
53.689065,-1.292345
51.427505,-0.444896
56.409287,-5.469034
51.38304,0.549338
53.797683,-1.82841
51.12426,-2.329536
51.124435,1.314009
53.802045,-2.242819
55.086584,-1.583661
55.772968,-4.342295
52.301752,-0.715165
52.474578,-1.888067
53.960008,-1.084206
51.496734,-0.212513
51.540458,0.721606
50.913279,-1.430976
51.522852,-0.632036
52.610234,1.300646
55.064803,-1.489534
51.757547,-1.263989
52.846032,0.50817
53.645674,-1.729128
53.081756,-2.400076
53.559722,-2.205197
51.501621,-2.492128
55.437513,-4.651193
54.598606,-7.296466
50.947059,-2.615511
55.884731,-3.628027
52.572729,-2.152967
51.507675,-0.504664
52.580588,-1.822539
55.76725,-4.209455
56.468803,-2.974603
55.8331,-4.395945
51.614647,-1.864587
52.401771,-2.270591
53.533266,-2.179692
51.535783,-0.392359
50.4763,-4.977457
53.235468,-1.43139
53.521927,-2.3326
55.127597,-1.506784
53.601118,-2.147159
51.49514,-1.096543
51.619109,-3.958941
55.698739,-3.622735
53.818782,-3.051657
51.641039,-0.095603
51.884832,-0.190489
51.798573,-0.401477
53.439357,-2.221205
52.249669,-0.900803
52.628811,-1.963894
54.569624,-1.240649
51.296604,0.949676
53.422052,-3.036963
52.467633,-1.913491
52.746887,-1.479514
51.526398,-0.10584
51.120455,-0.876857
53.797635,-1.538277
51.631713,-0.376847
52.193037,-2.030954
52.54655,-2.045891
51.350983,-1.982332
53.393659,-2.93081
51.471283,-1.037509
54.597248,-5.910656
52.587421,-1.186419
51.936666,1.280693
51.124095,-0.173003
50.154393,-5.068576
51.519688,-0.121397
53.482624,-2.266424
51.415598,-0.771207
53.5231,-2.673376
50.882209,-1.263461
50.519027,-3.597766
51.068631,-1.343542
52.402271,-0.7456
51.516244,-0.395727
52.639322,-1.152014
54.738529,-1.669983
52.422981,-1.502664
55.01269,-1.51312
50.937765,0.791363
51.522757,0.58744
53.600745,-2.586934
54.857505,-1.607784
52.423258,-0.798681
52.576073,-0.246974
54.225806,-1.513816
53.599274,-1.454246
51.49476,-0.050739
54.604095,-1.566521
52.538556,-0.301346
51.593551,-3.774153
55.953994,-3.16909
53.807319,-1.524818
51.214399,-0.801697
53.821136,-1.318441
52.596075,-2.011265
51.391252,-1.319377
52.672761,-1.92517
51.532924,-0.635252
52.659426,-2.437663
52.41116,-4.06727
51.363584,-0.441288
55.06293,-2.705975
51.245291,-0.582318
51.757762,0.117628
52.887449,-4.42011
52.49542,-1.873152
51.568258,-0.300137
51.470361,-0.458471
51.422725,-0.318228
53.712849,-2.700873
50.722387,-1.124911
51.436059,-0.788037
52.058557,1.156191
53.183142,-3.418657
54.705476,-2.787693
52.570782,0.819745
53.258383,-2.509938
52.523365,-2.008048
51.735236,-3.126331
51.722497,-0.021888
50.873078,0.015942
50.776192,-1.544684
51.940205,-2.052394
53.308617,-1.482196
54.626418,-6.181966
51.585958,-0.284138
51.240936,0.556114
52.302571,-1.92797
53.725282,-1.572029
54.378753,-7.460266
53.254927,-2.923283
51.449384,-0.170184
53.545384,-2.90341
53.754364,-2.708738
51.271459,-0.838704
51.543756,-2.514862
51.529377,-0.446892
50.545717,-3.49576
52.245572,-0.257584
52.479133,-2.079106
50.691215,-4.21846
53.594194,-0.818372
57.729088,-4.193218
51.548279,-2.415116
52.467374,-1.859808
53.389631,-2.607242
52.980749,-1.200976
50.983742,-3.232583
52.041485,1.105472
50.37371,-4.137975
51.908622,-0.207895
53.382395,-2.86025
51.617931,-3.942683
52.638941,-2.448155
51.586515,-1.809155
0,0
53.224065,-0.545233
50.771453,0.296425
53.75185,-1.876807
55.970114,-4.585736
57.648255,-3.319733
50.39979,-4.486617
51.965434,1.352002
53.14384,-2.361708
52.980651,-2.133496
52.483945,1.629262
54.37871,-6.67296
51.323813,-2.375083
53.215992,-2.441923
53.954752,-1.070393
51.951883,0.190214
53.422458,-2.513314
52.392504,-2.25387
53.403392,-2.99349
54.996786,-7.339231
51.408881,-0.305378
50.808172,-1.141093
50.960171,-3.166803
51.604426,-3.413046
50.766647,-2.013036
55.945246,-2.953231
50.925449,-1.308156
51.546167,-0.08663
50.823959,-1.888771
52.480887,-1.90572
51.664861,-3.194393
53.367023,-0.006694
57.669364,-2.978704
54.690756,-6.044683
51.400829,0.486201
53.759604,-0.434271
52.845763,-1.351518
51.310214,0.902144
51.41448,0.45254
55.840863,-4.239425
52.171047,1.059217
50.870676,-1.408188
51.726504,-2.198548
52.243689,0.38894
52.245285,-0.898231
57.533824,-2.462822
53.166435,-2.199275
50.773659,-2.599219
51.79678,-1.464345
52.632283,-1.124859
51.474146,-0.082791
51.946266,-2.066863
51.306027,-2.502168
51.454192,-0.122288
52.209345,0.148231
53.596086,-1.285695
55.847984,-4.051746
51.339913,1.405827
53.384272,-1.500402
53.129412,-3.276301
53.775228,-2.756887
54.596264,-7.046255
54.522095,-1.550751
51.617044,0.430077
54.567952,-1.32717
53.743595,-1.599256
53.605283,-1.80436
54.548618,-1.254581
52.778914,-1.200792
53.421537,-2.988481
51.573565,-0.337301
54.889846,-2.939565
52.103782,-4.699674
51.374695,-2.361348
51.481575,-3.173598
56.184676,-3.124232
55.02878,-1.44098
52.263763,-1.517568
52.186522,0.038332
51.52817,-0.724197
54.60115,-1.077434
51.481162,-0.610401
51.719734,-1.188139
51.417014,-0.213582
52.800681,-2.100757
51.533542,-0.297278
53.447206,-2.988744
52.755009,-0.937187
53.851977,-1.7679
55.801576,-4.108004
53.26765,-2.53828
54.581341,-5.945084
53.382241,-1.463263
53.872994,-3.007884
53.191558,-2.893183
53.299311,-3.062765
51.478023,-0.187467
52.615769,-0.284489
51.909537,-2.083933
51.588583,-3.205859
52.039889,-2.426449
56.782592,-2.517253
53.868576,-1.918391
54.718807,-7.384869
53.427947,-0.175859
53.487663,-2.219859
51.563616,-0.32501
54.078318,-1.760374
52.091948,1.315824
53.417976,-1.435128
53.503177,-2.900506
51.747027,-0.48675
54.957376,-1.479825
53.433899,-1.350957
50.826334,-0.140818
54.399673,-7.486489
56.07842,-3.428924
54.6109,-5.957696
0,0
51.546176,-1.84265
53.706096,-1.942125
51.622462,0.04699
52.706456,-2.028744
51.889229,-4.397816
51.511477,-0.146782
53.534399,-2.957809
52.09168,-0.469804
55.892283,-3.542598
53.819405,-2.417266
52.542053,-1.874935
53.704985,-1.430975
53.024182,-2.210694
53.416329,-1.396016
52.213162,-0.286049
55.896977,-4.377598
51.900204,-0.495373
56.028628,-3.441494
53.003186,-1.443785
53.777568,-0.342924
